permutation with time shift,react,from,to,corresponds to transition
"(2,0);(1,1)",mov,457,513,3216
"(2,0);(1,1)",mov,457,507,3217
"(2,1);(1,0)",mov,457,506,3218
"(1,1);(2,0)",mov,457,468,3219
"(1,0);(2,1)",mov,457,400,3220
"(2,1);(1,0)",mov,457,353,3221
"(1,0);(2,1)",stay,457,457,3222
"(1,1);(2,0)",stay,457,457,3223
"(2,1);(1,0)",mov,458,467,3224
"(1,1);(2,0)",mov,458,467,3225
"(1,0);(2,1)",mov,458,332,3226
"(2,0);(1,1)",mov,458,332,3227
"(2,0);(1,1)",mov,458,333,3228
"(1,0);(2,1)",mov,458,333,3229
"(1,0);(2,1)",mov,458,331,3230
"(2,0);(1,1)",mov,458,331,3231
"(2,0);(1,1)",stay,458,458,3232
"(1,0);(2,1)",stay,458,458,3233
"(1,1);(2,0)",mov,459,484,3234
"(2,1);(1,0)",mov,459,474,3235
"(1,0);(2,1)",mov,459,354,3236
"(2,0);(1,1)",mov,459,356,3237
"(1,1);(2,0)",mov,459,359,3238
"(2,1);(1,0)",mov,459,355,3239
"(2,1);(1,0)",mov,459,357,3240
"(2,0);(1,1)",mov,459,358,3241
"(1,1);(2,0)",stay,459,459,3242
"(1,0);(2,1)",stay,459,459,3243
"(2,0);(1,1)",mov,460,313,3244
"(1,0);(2,1)",mov,460,360,3245
"(1,0);(2,1)",stay,460,460,3246
"(1,1);(2,0)",stay,460,460,3247
"(1,0);(2,1)",mov,461,518,3248
"(1,1);(2,0)",mov,461,517,3249
"(2,0);(1,1)",mov,461,473,3250
"(1,0);(2,1)",mov,461,472,3251
"(1,0);(2,1)",stay,461,461,3252
"(1,1);(2,0)",stay,461,461,3253
"(2,1);(1,0)",mov,461,462,3254
"(2,0);(1,1)",mov,461,463,3255
"(2,1);(1,0)",mov,462,519,3256
"(2,0);(1,1)",mov,462,518,3257
"(2,0);(1,1)",mov,462,472,3258
"(1,0);(2,1)",mov,462,471,3259
"(1,1);(2,0)",mov,462,322,3260
"(1,0);(2,1)",stay,462,462,3261
"(1,1);(2,0)",stay,462,462,3262
"(2,1);(1,0)",mov,462,463,3263
"(2,0);(1,1)",mov,462,461,3264
"(2,1);(1,0)",mov,463,517,3265
"(1,1);(2,0)",mov,463,519,3266
"(2,0);(1,1)",mov,463,471,3267
"(1,0);(2,1)",mov,463,473,3268
"(2,1);(1,0)",mov,463,323,3269
"(1,0);(2,1)",stay,463,463,3270
"(1,1);(2,0)",stay,463,463,3271
"(2,1);(1,0)",mov,463,461,3272
"(2,0);(1,1)",mov,463,462,3273
"(2,1);(1,0)",mov,464,493,3274
"(1,1);(2,0)",mov,464,494,3275
"(1,1);(2,0)",mov,464,492,3276
"(2,1);(1,0)",mov,464,491,3277
"(1,1);(2,0)",mov,464,488,3278
"(2,1);(1,0)",mov,464,487,3279
"(1,1);(2,0)",stay,464,464,3280
"(1,0);(2,1)",stay,464,464,3281
"(2,0);(1,1)",mov,447,509,3282
"(1,1);(2,0)",mov,447,350,3283
"(1,0);(2,1)",mov,447,431,3284
"(2,0);(1,1)",mov,447,426,3285
"(1,0);(2,1)",stay,447,447,3286
"(1,1);(2,0)",stay,447,447,3287
"(1,0);(2,1)",mov,447,371,3288
"(1,0);(2,1)",mov,447,375,3289
"(1,1);(2,0)",mov,447,453,3290
"(1,0);(2,1)",mov,448,512,3291
"(1,3);(2,0)",set2,448,508,3292
"(2,1);(1,0)",mov,448,351,3293
"(1,0);(2,1)",mov,448,427,3294
"(2,0);(1,1)",mov,448,429,3295
"(1,0);(2,1)",stay,448,448,3296
"(1,1);(2,0)",stay,448,448,3297
"(2,0);(1,1)",mov,448,376,3298
"(2,0);(1,1)",mov,448,373,3299
"(2,1);(1,0)",mov,448,452,3300
"(2,0);(1,1)",mov,449,511,3301
"(2,1);(1,0)",mov,449,498,3302
"(1,1);(2,0)",mov,449,431,3303
"(2,1);(1,0)",mov,449,426,3304
"(1,0);(2,1)",stay,449,449,3305
"(1,1);(2,0)",stay,449,449,3306
"(2,1);(1,0)",mov,449,372,3307
"(1,1);(2,0)",mov,449,455,3308
"(1,0);(2,1)",mov,449,379,3309
"(1,0);(2,1)",mov,450,510,3310
"(1,1);(2,0)",mov,450,500,3311
"(2,1);(1,0)",mov,450,429,3312
"(1,1);(2,0)",mov,450,427,3313
"(1,0);(2,1)",stay,450,450,3314
"(1,1);(2,0)",stay,450,450,3315
"(1,1);(2,0)",mov,450,380,3316
"(2,1);(1,0)",mov,450,451,3317
"(1,1);(2,0)",mov,450,374,3318
"(2,0);(1,1)",mov,451,510,3319
"(1,0);(2,1)",mov,451,497,3320
"(2,1);(1,0)",mov,451,428,3321
"(1,1);(2,0)",mov,451,429,3322
"(1,0);(2,1)",stay,451,451,3323
"(1,1);(2,0)",stay,451,451,3324
"(1,0);(2,1)",mov,451,452,3325
"(2,0);(1,1)",mov,451,450,3326
"(1,0);(2,1)",mov,451,378,3327
"(2,0);(1,1)",mov,452,512,3328
"(1,0);(2,3)",set2,452,506,3329
"(2,0);(1,1)",mov,452,427,3330
"(2,1);(1,0)",mov,452,428,3331
"(1,1);(2,0)",stay,452,452,3332
"(1,0);(2,1)",stay,452,452,3333
"(2,0);(1,1)",mov,452,448,3334
"(1,0);(2,1)",mov,452,378,3335
"(1,0);(2,1)",mov,452,451,3336
"(2,0);(1,1)",mov,453,509,3337
"(2,1);(1,0)",mov,453,432,3338
"(2,0);(1,1)",mov,453,426,3339
"(1,0);(2,1)",stay,453,453,3340
"(1,1);(2,0)",stay,453,453,3341
"(1,0);(2,1)",mov,453,455,3342
"(1,0);(2,1)",mov,453,377,3343
"(1,1);(2,0)",mov,453,447,3344
"(1,3);(2,0)",set2,454,518,3345
"(1,1);(2,0)",mov,454,511,3346
"(1,1);(2,0)",mov,454,509,3347
"(1,0);(2,2)",get2,454,476,3348
"(1,0);(2,1)",mov,454,432,3349
"(1,1);(2,0)",mov,454,433,3350
"(1,0);(2,1)",stay,454,454,3351
"(1,1);(2,0)",stay,454,454,3352
"(1,0);(2,1)",mov,454,372,3353
"(2,1);(1,0)",mov,454,371,3354
"(1,0);(2,1)",mov,439,502,3355
"(2,1);(1,0)",mov,439,499,3356
"(2,0);(1,1)",mov,439,325,3357
"(1,0);(2,1)",mov,439,341,3358
"(1,1);(2,0)",stay,439,439,3359
"(1,0);(2,1)",stay,439,439,3360
"(1,0);(2,1)",mov,439,441,3361
"(2,0);(1,1)",mov,440,503,3362
"(1,1);(2,0)",mov,440,497,3363
"(2,1);(1,0)",mov,440,363,3364
"(1,0);(2,1)",stay,440,440,3365
"(1,1);(2,0)",stay,440,440,3366
"(1,1);(2,0)",mov,440,438,3367
"(1,0);(2,1)",mov,441,502,3368
"(2,1);(1,0)",mov,441,499,3369
"(2,0);(1,1)",mov,441,362,3370
"(1,1);(2,0)",stay,441,441,3371
"(1,0);(2,1)",stay,441,441,3372
"(1,0);(2,1)",mov,441,439,3373
"(1,0);(2,1)",mov,442,504,3374
"(2,0);(1,1)",mov,442,478,3375
"(2,1);(1,0)",mov,442,399,3376
"(2,0);(1,1)",mov,442,398,3377
"(1,0);(2,1)",stay,442,442,3378
"(1,1);(2,0)",stay,442,442,3379
"(2,1);(1,0)",mov,442,445,3380
"(1,1);(2,0)",mov,442,369,3381
"(2,0);(1,1)",mov,442,366,3382
"(2,0);(1,2)",set1,443,517,3383
"(1,1);(2,0)",mov,443,504,3384
"(2,0);(1,1)",mov,443,505,3385
"(1,0);(2,2)",get2,443,488,3386
"(2,0);(1,1)",mov,443,397,3387
"(2,1);(1,0)",mov,443,396,3388
"(1,1);(2,0)",stay,443,443,3389
"(1,0);(2,1)",stay,443,443,3390
"(2,1);(1,0)",mov,443,366,3391
"(2,1);(1,0)",mov,443,370,3392
"(2,1);(1,0)",mov,444,505,3393
"(2,1);(1,0)",mov,444,398,3394
"(2,0);(1,1)",mov,444,399,3395
"(2,1);(1,0)",mov,444,347,3396
"(1,0);(2,1)",stay,444,444,3397
"(1,1);(2,0)",stay,444,444,3398
"(1,0);(2,1)",mov,444,446,3399
"(2,0);(1,1)",mov,444,370,3400
"(1,1);(2,0)",mov,444,367,3401
"(2,0);(1,1)",mov,445,504,3402
"(2,1);(1,0)",mov,445,477,3403
"(1,0);(2,1)",mov,445,396,3404
"(1,1);(2,0)",mov,445,399,3405
"(1,0);(2,1)",stay,445,445,3406
"(1,1);(2,0)",stay,445,445,3407
"(2,1);(1,0)",mov,445,368,3408
"(2,1);(1,0)",mov,445,446,3409
"(2,0);(1,1)",mov,445,442,3410
"(2,1);(1,0)",mov,446,505,3411
"(2,1);(1,0)",mov,446,398,3412
"(2,0);(1,1)",mov,446,396,3413
"(1,0);(2,1)",stay,446,446,3414
"(1,1);(2,0)",stay,446,446,3415
"(1,0);(2,1)",mov,446,444,3416
"(2,0);(1,1)",mov,446,445,3417
"(1,1);(2,0)",mov,446,368,3418
"(2,0);(1,1)",mov,431,511,3419
"(2,1);(1,0)",mov,431,495,3420
"(1,1);(2,0)",mov,431,352,3421
"(1,0);(2,1)",stay,431,431,3422
"(1,1);(2,0)",stay,431,431,3423
"(1,0);(2,1)",mov,431,375,3424
"(1,1);(2,0)",mov,431,449,3425
"(1,0);(2,1)",mov,431,447,3426
"(1,0);(2,1)",mov,431,371,3427
"(1,1);(2,0)",mov,431,455,3428
"(2,0);(1,3)",set2,432,472,3429
"(1,0);(2,1)",stay,432,432,3430
"(1,1);(2,0)",stay,432,432,3431
"(2,1);(1,0)",mov,432,371,3432
"(1,0);(2,1)",mov,432,372,3433
"(2,0);(1,1)",mov,432,453,3434
"(2,0);(1,1)",mov,432,377,3435
"(1,0);(2,1)",mov,432,454,3436
"(2,0);(1,1)",mov,432,455,3437
"(1,0);(2,2)",get2,433,515,3438
"(1,1);(2,0)",mov,433,509,3439
"(1,1);(2,0)",mov,433,511,3440
"(1,1);(2,0)",stay,433,433,3441
"(1,0);(2,1)",stay,433,433,3442
"(2,1);(1,0)",mov,433,375,3443
"(1,1);(2,0)",mov,433,454,3444
"(2,1);(1,0)",mov,433,377,3445
"(2,1);(1,0)",mov,433,379,3446
"(1,0);(2,2)",get2,434,469,3447
"(1,1);(2,0)",mov,434,327,3448
"(2,1);(1,0)",mov,434,326,3449
"(1,1);(2,0)",stay,434,434,3450
"(1,0);(2,1)",stay,434,434,3451
"(1,1);(2,0)",mov,434,436,3452
"(1,0);(2,1)",mov,434,365,3453
"(1,1);(2,0)",mov,434,454,3454
"(2,1);(1,0)",mov,434,453,3455
"(2,0);(1,3)",set2,435,514,3456
"(1,0);(2,1)",get1,435,493,3457
"(1,0);(2,1)",mov,435,324,3458
"(1,1);(2,0)",mov,435,328,3459
"(1,0);(2,1)",stay,435,435,3460
"(1,1);(2,0)",stay,435,435,3461
"(2,1);(1,0)",mov,435,364,3462
"(1,1);(2,0)",mov,435,437,3463
"(2,1);(1,0)",mov,435,452,3464
"(1,1);(2,0)",mov,435,456,3465
"(1,1);(2,0)",mov,436,502,3466
"(1,0);(2,2)",get2,436,470,3467
"(2,1);(1,0)",mov,436,325,3468
"(1,1);(2,0)",mov,436,327,3469
"(1,0);(2,1)",stay,436,436,3470
"(1,1);(2,0)",stay,436,436,3471
"(2,1);(1,0)",mov,436,362,3472
"(1,1);(2,0)",mov,436,434,3473
"(2,1);(1,0)",mov,436,455,3474
"(1,1);(2,0)",mov,436,454,3475
"(1,1);(2,0)",mov,437,503,3476
"(1,0);(2,1)",get1,437,491,3477
"(2,1);(1,0)",mov,437,329,3478
"(1,1);(2,0)",mov,437,328,3479
"(1,0);(2,1)",stay,437,437,3480
"(1,1);(2,0)",stay,437,437,3481
"(1,0);(2,1)",mov,437,363,3482
"(1,1);(2,0)",mov,437,435,3483
"(2,1);(1,0)",mov,437,451,3484
"(1,1);(2,0)",mov,437,456,3485
"(2,0);(1,1)",mov,438,503,3486
"(1,1);(2,0)",mov,438,497,3487
"(1,0);(2,1)",mov,438,329,3488
"(2,0);(1,1)",mov,438,342,3489
"(1,0);(2,1)",stay,438,438,3490
"(1,1);(2,0)",stay,438,438,3491
"(1,1);(2,0)",mov,438,440,3492
"(1,0);(2,1)",mov,423,486,3493
"(1,1);(2,0)",mov,423,468,3494
"(1,0);(2,1)",mov,423,391,3495
"(1,0);(2,1)",stay,423,423,3496
"(1,1);(2,0)",stay,423,423,3497
"(1,0);(2,1)",mov,423,353,3498
"(1,0);(2,1)",mov,423,422,3499
"(1,0);(2,1)",mov,424,496,3500
"(2,0);(1,1)",mov,424,349,3501
"(1,0);(2,1)",stay,424,424,3502
"(1,1);(2,0)",stay,424,424,3503
"(1,0);(2,1)",mov,425,495,3504
"(2,0);(1,1)",mov,425,352,3505
"(1,0);(2,1)",stay,425,425,3506
"(1,1);(2,0)",stay,425,425,3507
"(1,0);(2,1)",mov,426,509,3508
"(1,1);(2,0)",stay,426,426,3509
"(1,0);(2,1)",stay,426,426,3510
"(1,1);(2,0)",mov,426,372,3511
"(2,1);(1,0)",mov,426,453,3512
"(2,0);(1,1)",mov,426,379,3513
"(2,0);(1,1)",mov,426,449,3514
"(2,1);(1,0)",mov,426,447,3515
"(1,0);(2,1)",mov,427,512,3516
"(1,3);(2,0)",set2,427,475,3517
"(1,1);(2,0)",stay,427,427,3518
"(1,0);(2,1)",stay,427,427,3519
"(2,1);(1,0)",mov,427,452,3520
"(1,1);(2,0)",mov,427,374,3521
"(1,0);(2,1)",mov,427,448,3522
"(1,1);(2,0)",mov,427,450,3523
"(1,1);(2,0)",mov,427,380,3524
"(1,0);(2,1)",stay,428,428,3525
"(1,1);(2,0)",stay,428,428,3526
"(1,0);(2,1)",mov,428,374,3527
"(2,1);(1,0)",mov,428,373,3528
"(2,0);(1,1)",mov,428,451,3529
"(2,0);(1,1)",mov,428,378,3530
"(1,0);(2,1)",mov,428,456,3531
"(2,0);(1,1)",mov,428,452,3532
"(2,0);(1,1)",mov,429,510,3533
"(2,1);(1,0)",mov,429,496,3534
"(1,1);(2,0)",mov,429,349,3535
"(1,0);(2,1)",stay,429,429,3536
"(1,1);(2,0)",stay,429,429,3537
"(1,0);(2,1)",mov,429,376,3538
"(2,0);(1,1)",mov,429,450,3539
"(2,1);(1,0)",mov,429,448,3540
"(1,0);(2,1)",mov,429,373,3541
"(1,1);(2,0)",mov,429,451,3542
"(2,0);(1,1)",get1,430,516,3543
"(2,1);(1,0)",mov,430,510,3544
"(2,1);(1,0)",mov,430,512,3545
"(1,1);(2,0)",stay,430,430,3546
"(1,0);(2,1)",stay,430,430,3547
"(1,1);(2,0)",mov,430,378,3548
"(2,1);(1,0)",mov,430,456,3549
"(2,0);(1,1)",mov,430,380,3550
"(1,1);(2,0)",mov,430,376,3551
"(2,0);(1,2)",get2,415,492,3552
"(2,1);(1,0)",mov,415,481,3553
"(1,0);(2,1)",stay,415,415,3554
"(1,1);(2,0)",stay,415,415,3555
"(2,1);(1,0)",mov,415,416,3556
"(2,0);(1,1)",mov,415,338,3557
"(2,1);(1,0)",mov,415,443,3558
"(1,1);(2,0)",mov,415,445,3559
"(1,0);(2,1)",mov,415,383,3560
"(1,1);(2,0)",mov,415,382,3561
"(1,0);(2,2)",get2,416,494,3562
"(1,0);(2,1)",stay,416,416,3563
"(1,1);(2,0)",stay,416,416,3564
"(2,1);(1,0)",mov,416,339,3565
"(2,0);(1,1)",mov,416,415,3566
"(1,1);(2,0)",mov,416,443,3567
"(1,0);(2,1)",mov,416,446,3568
"(1,0);(2,1)",mov,416,381,3569
"(2,0);(1,1)",mov,416,383,3570
"(1,0);(2,1)",mov,417,343,3571
"(2,0);(1,1)",mov,417,343,3572
"(1,0);(2,1)",stay,417,417,3573
"(2,0);(1,1)",stay,417,417,3574
"(1,0);(2,1)",mov,418,484,3575
"(1,0);(2,1)",stay,418,418,3576
"(1,1);(2,0)",stay,418,418,3577
"(2,1);(1,0)",mov,418,419,3578
"(1,0);(2,1)",mov,418,420,3579
"(2,0);(1,1)",mov,418,357,3580
"(2,0);(1,1)",mov,419,484,3581
"(1,0);(2,1)",stay,419,419,3582
"(1,1);(2,0)",stay,419,419,3583
"(2,0);(1,1)",mov,419,418,3584
"(2,0);(1,1)",mov,419,420,3585
"(2,1);(1,0)",mov,419,354,3586
"(1,0);(2,2)",set1,420,498,3587
"(1,0);(2,1)",mov,420,484,3588
"(1,0);(2,1)",stay,420,420,3589
"(1,1);(2,0)",stay,420,420,3590
"(2,1);(1,0)",mov,420,419,3591
"(1,0);(2,1)",mov,420,418,3592
"(2,0);(1,1)",mov,420,355,3593
"(2,1);(1,0)",mov,421,476,3594
"(1,1);(2,0)",mov,421,476,3595
"(1,1);(2,0)",mov,421,469,3596
"(2,1);(1,0)",mov,421,469,3597
"(1,1);(2,0)",mov,421,470,3598
"(2,1);(1,0)",mov,421,470,3599
"(2,0);(1,1)",stay,421,421,3600
"(1,0);(2,1)",stay,421,421,3601
"(1,1);(2,0)",mov,422,513,3602
"(1,0);(2,1)",get1,422,501,3603
"(1,0);(2,1)",mov,422,391,3604
"(1,0);(2,1)",stay,422,422,3605
"(1,1);(2,0)",stay,422,422,3606
"(1,0);(2,1)",mov,422,423,3607
"(1,0);(2,1)",mov,422,353,3608
"(1,0);(2,1)",mov,407,480,3609
"(2,0);(1,1)",mov,407,471,3610
"(1,0);(2,1)",stay,407,407,3611
"(1,1);(2,0)",stay,407,407,3612
"(1,0);(2,1)",mov,407,406,3613
"(1,0);(2,1)",mov,407,323,3614
"(1,0);(2,1)",mov,407,322,3615
"(1,0);(2,1)",mov,408,474,3616
"(1,0);(2,1)",stay,408,408,3617
"(1,1);(2,0)",stay,408,408,3618
"(1,0);(2,1)",mov,408,410,3619
"(2,1);(1,0)",mov,408,409,3620
"(2,0);(1,1)",mov,408,359,3621
"(2,0);(1,1)",mov,409,474,3622
"(1,0);(2,1)",stay,409,409,3623
"(1,1);(2,0)",stay,409,409,3624
"(2,0);(1,1)",mov,409,408,3625
"(2,0);(1,1)",mov,409,410,3626
"(2,1);(1,0)",mov,409,358,3627
"(2,3);(1,0)",set2,410,478,3628
"(1,0);(2,1)",mov,410,474,3629
"(1,0);(2,1)",stay,410,410,3630
"(1,1);(2,0)",stay,410,410,3631
"(1,0);(2,1)",mov,410,408,3632
"(2,1);(1,0)",mov,410,409,3633
"(1,1);(2,0)",mov,410,356,3634
"(1,0);(2,1)",mov,411,489,3635
"(1,0);(2,1)",mov,411,394,3636
"(1,1);(2,0)",stay,411,411,3637
"(1,0);(2,1)",stay,411,411,3638
"(1,0);(2,1)",mov,411,334,3639
"(2,1);(1,0)",mov,411,337,3640
"(2,0);(1,1)",mov,411,345,3641
"(1,0);(2,1)",mov,412,490,3642
"(1,0);(2,1)",mov,412,395,3643
"(1,0);(2,1)",stay,412,412,3644
"(1,1);(2,0)",stay,412,412,3645
"(1,0);(2,1)",mov,412,336,3646
"(2,1);(1,0)",mov,412,335,3647
"(2,0);(1,1)",mov,412,344,3648
"(1,0);(2,1)",mov,413,481,3649
"(1,0);(2,1)",mov,413,477,3650
"(1,1);(2,0)",stay,413,413,3651
"(1,0);(2,1)",stay,413,413,3652
"(1,0);(2,1)",mov,413,414,3653
"(2,0);(1,1)",mov,413,382,3654
"(1,0);(2,1)",mov,413,390,3655
"(1,0);(2,1)",mov,414,481,3656
"(1,0);(2,1)",mov,414,477,3657
"(1,0);(2,1)",stay,414,414,3658
"(1,1);(2,0)",stay,414,414,3659
"(1,0);(2,1)",mov,414,413,3660
"(1,1);(2,0)",mov,414,338,3661
"(2,0);(1,1)",mov,399,504,3662
"(1,0);(2,1)",mov,399,479,3663
"(1,0);(2,1)",stay,399,399,3664
"(1,1);(2,0)",stay,399,399,3665
"(1,1);(2,0)",mov,399,348,3666
"(2,1);(1,0)",mov,399,367,3667
"(2,0);(1,1)",mov,399,442,3668
"(2,1);(1,0)",mov,399,444,3669
"(1,0);(2,1)",mov,399,370,3670
"(1,1);(2,0)",mov,399,445,3671
"(2,1);(1,0)",mov,400,514,3672
"(1,1);(2,0)",mov,400,514,3673
"(2,1);(1,0)",mov,400,506,3674
"(1,1);(2,0)",mov,400,506,3675
"(1,1);(2,0)",stay,400,400,3676
"(2,1);(1,0)",stay,400,400,3677
"(2,0);(1,1)",mov,400,457,3678
"(1,0);(2,1)",mov,400,457,3679
"(1,0);(2,1)",mov,401,483,3680
"(1,1);(2,0)",stay,401,401,3681
"(1,0);(2,1)",stay,401,401,3682
"(1,0);(2,1)",mov,401,315,3683
"(2,1);(1,0)",mov,401,316,3684
"(2,1);(1,0)",mov,401,419,3685
"(2,0);(1,1)",mov,401,389,3686
"(2,1);(1,0)",mov,402,482,3687
"(1,0);(2,1)",stay,402,402,3688
"(1,1);(2,0)",stay,402,402,3689
"(1,0);(2,1)",mov,402,317,3690
"(2,1);(1,0)",mov,402,314,3691
"(1,0);(2,1)",mov,402,420,3692
"(1,1);(2,0)",mov,402,388,3693
"(2,1);(1,0)",mov,403,479,3694
"(1,0);(2,1)",stay,403,403,3695
"(1,1);(2,0)",stay,403,403,3696
"(2,0);(1,1)",mov,403,348,3697
"(1,0);(2,1)",mov,404,482,3698
"(1,1);(2,0)",stay,404,404,3699
"(1,0);(2,1)",stay,404,404,3700
"(1,0);(2,1)",mov,404,321,3701
"(1,0);(2,1)",mov,404,318,3702
"(1,0);(2,1)",mov,404,408,3703
"(2,0);(1,1)",mov,404,388,3704
"(2,1);(1,0)",mov,405,483,3705
"(1,0);(2,1)",stay,405,405,3706
"(1,1);(2,0)",stay,405,405,3707
"(1,0);(2,1)",mov,405,320,3708
"(1,0);(2,1)",mov,405,319,3709
"(1,0);(2,1)",mov,405,410,3710
"(1,1);(2,0)",mov,405,389,3711
"(2,0);(1,1)",mov,406,519,3712
"(1,0);(2,2)",get2,406,485,3713
"(1,0);(2,1)",stay,406,406,3714
"(1,1);(2,0)",stay,406,406,3715
"(1,0);(2,1)",mov,406,407,3716
"(1,0);(2,1)",mov,406,323,3717
"(1,0);(2,1)",mov,406,322,3718
"(1,1);(2,0)",mov,391,507,3719
"(1,0);(2,1)",mov,391,466,3720
"(1,0);(2,1)",mov,391,465,3721
"(1,0);(2,1)",stay,391,391,3722
"(1,1);(2,0)",stay,391,391,3723
"(1,0);(2,1)",mov,391,392,3724
"(2,0);(1,1)",mov,392,508,3725
"(1,0);(2,1)",mov,392,465,3726
"(1,0);(2,1)",mov,392,466,3727
"(1,0);(2,1)",stay,392,392,3728
"(1,1);(2,0)",stay,392,392,3729
"(1,0);(2,1)",mov,392,391,3730
"(2,0);(1,1)",mov,393,467,3731
"(1,0);(2,1)",stay,393,393,3732
"(1,1);(2,0)",stay,393,393,3733
"(2,0);(1,1)",mov,393,395,3734
"(2,0);(1,1)",mov,393,394,3735
"(2,1);(1,0)",mov,393,332,3736
"(1,0);(2,3)",set2,394,500,3737
"(1,0);(2,1)",mov,394,467,3738
"(1,1);(2,0)",stay,394,394,3739
"(1,0);(2,1)",stay,394,394,3740
"(1,0);(2,1)",mov,394,395,3741
"(2,1);(1,0)",mov,394,393,3742
"(1,1);(2,0)",mov,394,333,3743
"(1,0);(2,1)",mov,395,467,3744
"(1,0);(2,1)",stay,395,395,3745
"(1,1);(2,0)",stay,395,395,3746
"(1,0);(2,1)",mov,395,394,3747
"(2,1);(1,0)",mov,395,393,3748
"(1,1);(2,0)",mov,395,331,3749
"(1,0);(2,2)",set1,396,473,3750
"(1,1);(2,0)",stay,396,396,3751
"(1,0);(2,1)",stay,396,396,3752
"(2,1);(1,0)",mov,396,446,3753
"(1,1);(2,0)",mov,396,366,3754
"(1,1);(2,0)",mov,396,370,3755
"(1,0);(2,1)",mov,396,445,3756
"(2,0);(1,1)",mov,396,443,3757
"(2,1);(1,0)",mov,396,368,3758
"(1,2);(2,0)",get2,397,516,3759
"(2,1);(1,0)",mov,397,504,3760
"(1,0);(2,1)",mov,397,505,3761
"(1,1);(2,0)",stay,397,397,3762
"(1,0);(2,1)",stay,397,397,3763
"(2,0);(1,1)",mov,397,369,3764
"(2,0);(1,1)",mov,397,368,3765
"(2,1);(1,0)",mov,397,443,3766
"(2,0);(1,1)",mov,397,367,3767
"(1,1);(2,0)",mov,398,505,3768
"(1,1);(2,0)",stay,398,398,3769
"(1,0);(2,1)",stay,398,398,3770
"(2,1);(1,0)",mov,398,369,3771
"(2,0);(1,1)",mov,398,446,3772
"(1,0);(2,1)",mov,398,366,3773
"(2,0);(1,1)",mov,398,444,3774
"(2,1);(1,0)",mov,398,442,3775
"(2,0);(1,1)",mov,513,559,3776
"(1,0);(2,1)",get1,513,536,3777
"(1,1);(2,0)",mov,513,520,3778
"(2,1);(1,0)",mov,513,468,3779
"(1,1);(2,0)",mov,513,422,3780
"(1,0);(2,1)",mov,513,507,3781
"(1,0);(2,1)",stay,513,513,3782
"(1,1);(2,0)",stay,513,513,3783
"(2,0);(1,1)",mov,513,514,3784
"(2,1);(1,0)",mov,513,457,3785
"(1,0);(2,1)",mov,514,559,3786
"(1,1);(2,0)",get1,514,537,3787
"(2,1);(1,0)",mov,514,520,3788
"(1,1);(2,0)",mov,514,400,3789
"(1,1);(2,0)",mov,514,506,3790
"(1,0);(2,1)",stay,514,514,3791
"(1,1);(2,0)",stay,514,514,3792
"(2,1);(1,0)",mov,514,513,3793
"(2,0);(1,1)",mov,514,457,3794
"(1,1);(2,0)",mov,515,532,3795
"(2,1);(1,0)",mov,515,532,3796
"(1,1);(2,0)",mov,515,530,3797
"(2,1);(1,0)",mov,515,530,3798
"(2,1);(1,0)",mov,515,476,3799
"(1,1);(2,0)",mov,515,476,3800
"(2,0);(1,1)",stay,515,515,3801
"(1,0);(2,1)",stay,515,515,3802
"(1,1);(2,0)",mov,516,549,3803
"(2,1);(1,0)",mov,516,547,3804
"(1,1);(2,0)",mov,516,545,3805
"(1,0);(2,1)",mov,516,548,3806
"(1,1);(2,0)",mov,516,487,3807
"(2,1);(1,0)",mov,516,488,3808
"(1,1);(2,0)",stay,516,516,3809
"(1,0);(2,1)",stay,516,516,3810
"(2,0);(1,2)",get2,517,562,3811
"(1,0);(2,1)",mov,517,525,3812
"(2,0);(1,1)",mov,517,473,3813
"(1,0);(2,1)",stay,517,517,3814
"(1,1);(2,0)",stay,517,517,3815
"(1,0);(2,1)",mov,517,519,3816
"(2,0);(1,1)",mov,517,463,3817
"(2,1);(1,0)",mov,517,518,3818
"(1,1);(2,0)",mov,517,461,3819
"(2,2);(1,0)",get2,518,563,3820
"(2,0);(1,1)",mov,518,525,3821
"(1,0);(2,1)",mov,518,472,3822
"(1,0);(2,1)",stay,518,518,3823
"(1,1);(2,0)",stay,518,518,3824
"(2,1);(1,0)",mov,518,462,3825
"(1,0);(2,1)",mov,518,461,3826
"(2,0);(1,1)",mov,518,517,3827
"(2,0);(1,1)",mov,518,519,3828
"(1,2);(2,0)",get2,519,561,3829
"(1,0);(2,1)",mov,519,525,3830
"(2,0);(1,1)",mov,519,471,3831
"(2,1);(1,0)",mov,519,406,3832
"(1,0);(2,1)",stay,519,519,3833
"(1,1);(2,0)",stay,519,519,3834
"(1,0);(2,1)",mov,519,517,3835
"(2,1);(1,0)",mov,519,518,3836
"(2,0);(1,1)",mov,519,462,3837
"(1,1);(2,0)",mov,519,463,3838
"(1,1);(2,0)",mov,507,559,3839
"(2,1);(1,0)",mov,507,560,3840
"(1,1);(2,0)",mov,507,528,3841
"(2,1);(1,0)",mov,507,529,3842
"(1,1);(2,0)",mov,507,391,3843
"(1,0);(2,1)",stay,507,507,3844
"(1,1);(2,0)",stay,507,507,3845
"(2,1);(1,0)",mov,507,508,3846
"(2,0);(1,1)",mov,507,506,3847
"(2,1);(1,0)",mov,508,558,3848
"(1,1);(2,0)",mov,508,560,3849
"(1,1);(2,0)",mov,508,529,3850
